"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup"
57,96703207,"aguilarjesy (1/Unl.)",0,146.75,"(2B) Brandon Phillips ,(OF) Marlon Byrd ,(P) Dan Haren ,(1B) Todd Frazier ,(OF) Giancarlo Stanton ,(OF) Billy Hamilton ,(C) John Ryan Murphy ,(P) Dallas Keuchel ,(3B) Matt Carpenter ,(SS) Carlos Correa "
57,96711889,"elicopterboy (1/Unl.)",0,146.75,"(2B) Brandon Phillips ,(OF) Marlon Byrd ,(C) Brayan Pena ,(1B) Joey Votto ,(P) Dan Haren ,(3B) Todd Frazier ,(OF) Giancarlo Stanton ,(P) Dallas Keuchel ,(OF) Marcell Ozuna ,(SS) Carlos Correa "
60,96691173,"teo5055 (1/Unl.)",0,145.95,"(1B) Joey Votto ,(OF) Andrew McCutchen ,(C) Francisco Cervelli ,(P) Lance Lynn ,(OF) Josh Harrison ,(2B) Kolten Wong ,(P) Dallas Keuchel ,(OF) Gregory Polanco ,(3B) Adeiny Hechavarria ,(SS) Jung Ho Kang "
60,96702599,"antonooch05 (1/Unl.)",0,145.95,"(C) Brayan Pena ,(1B) Joey Votto ,(OF) Andrew McCutchen ,(OF) Colby Rasmus ,(P) Lance Lynn ,(2B) Kolten Wong ,(OF) Billy Hamilton ,(P) Dallas Keuchel ,(3B) Matt Carpenter ,(SS) Jung Ho Kang "
60,96707467,"Brass23 (3/Unl.)",0,145.95,"(OF) Marlon Byrd ,(C) Brayan Pena ,(1B) Joey Votto ,(OF) Andrew McCutchen ,(3B) Todd Frazier ,(2B) Derek Dietrich ,(P) Lance Lynn ,(OF) Josh Harrison ,(P) Dallas Keuchel ,(SS) Jung Ho Kang "
63,96627390,"hawkeye1516 (1/Unl.)",0,145.75,"(2B) Luis Valbuena ,(OF) Andrew McCutchen ,(C) Francisco Cervelli ,(OF) Jason Heyward ,(3B) Todd Frazier ,(OF) Giancarlo Stanton ,(SS) Jordy Mercer ,(P) Anthony DeSclafani ,(P) Dallas Keuchel ,(1B) Evan Gattis "
63,96730492,"jmat37215 (1/Unl.)",0,145.75,"(OF) Marlon Byrd ,(C) Brayan Pena ,(1B) Joey Votto ,(SS) Marwin Gonzalez ,(3B) Todd Frazier ,(OF) Giancarlo Stanton ,(P) Anthony DeSclafani ,(2B) Jose Altuve ,(P) Dallas Keuchel ,(OF) George Springer "
65,96601732,"ADH82 (1/Unl.)",0,145.60,"(1B) Joey Votto ,(2B) Neil Walker ,(OF) Andrew McCutchen ,(C) Francisco Cervelli ,(3B) Todd Frazier ,(OF) Giancarlo Stanton ,(OF) Randal Grichuk ,(P) Adam Warren ,(P) Dallas Keuchel ,(SS) Jung Ho Kang "
66,96716882,"acollins4427 (1/Unl.)",0,144.75,"(P) Dan Haren ,(3B) Luis Valbuena ,(C) Francisco Cervelli ,(OF) Giancarlo Stanton ,(2B) Jose Altuve ,(P) Dallas Keuchel ,(SS) Adeiny Hechavarria ,(OF) Christian Yelich ,(1B) Evan Gattis ,(OF) Preston Tucker "
67,96712314,"Beonval (1/Unl.)",0,144.55,"(P) A.J. Burnett ,(OF) Marlon Byrd ,(C) Yadier Molina ,(1B) Mark Reynolds ,(OF) Jason Heyward ,(3B) Josh Harrison ,(2B) Jose Altuve ,(OF) Randal Grichuk ,(P) Dallas Keuchel ,(SS) Adeiny Hechavarria "
67,96713303,"dtm584 (1/Unl.)",0,144.55,"(OF) Carlos Beltran ,(P) A.J. Burnett ,(OF) Andrew McCutchen ,(C) Francisco Cervelli ,(OF) Jon Jay ,(3B) Pedro Alvarez ,(2B) Jose Altuve ,(P) Dallas Keuchel ,(1B) Justin Bour ,(SS) Adeiny Hechavarria "
69,96716106,"BigWally65 (1/Unl.)",0,143.95,"(C) Yadier Molina ,(OF) Chris Young ,(2B) Neil Walker ,(OF) Jason Heyward ,(1B) Todd Frazier ,(SS) Pete Kozma ,(OF) Giancarlo Stanton ,(P) Lance Lynn ,(3B) Josh Harrison ,(P) Dallas Keuchel "
